"","ds","TikTok","Facebook","Google_Ads","type","solID"
"743",2020-09-27,20.667484228052,3973.06223280184,2221.75228686002,"adstockedMedia","5_86_3"
"744",2020-10-04,11276.0019017156,5591.67574917404,2519.01982400186,"adstockedMedia","5_86_3"
"745",2020-10-11,3241.85054674322,1325.22715255425,2783.42397582447,"adstockedMedia","5_86_3"
"746",2020-10-18,12820.9920321887,314.078835155356,2590.80941793194,"adstockedMedia","5_86_3"
"747",2020-10-25,11860.3952092542,7770.65668393182,650.293163900917,"adstockedMedia","5_86_3"
"748",2020-11-01,3409.86362266059,6767.72563409184,163.22358413913,"adstockedMedia","5_86_3"
"749",2020-11-08,980.335791514921,1603.95097527977,40.9691196189217,"adstockedMedia","5_86_3"
"750",2020-11-15,281.84654006054,380.136381141305,1779.49324902435,"adstockedMedia","5_86_3"
"751",2020-11-22,81.0308802674052,4072.05232233049,2377.06280550511,"adstockedMedia","5_86_3"
"752",2020-11-29,23.296378076879,965.076400392326,596.642764181783,"adstockedMedia","5_86_3"
"753",2020-12-06,6.69770869710271,5611.45310689298,1943.22733380963,"adstockedMedia","5_86_3"
"754",2020-12-13,1.92559125041703,1329.91438633364,2400.40006078622,"adstockedMedia","5_86_3"
"755",2020-12-20,0.553607484494896,6411.53970956107,602.50041525734,"adstockedMedia","5_86_3"
"756",2020-12-27,0.159162151792282,1519.53491116597,2070.01760422959,"adstockedMedia","5_86_3"
"757",2021-01-03,0.0457591186402812,360.129773946336,2412.52441866163,"adstockedMedia","5_86_3"
"758",2021-01-10,0.0131557466090808,85.3507564252816,2610.62362908407,"adstockedMedia","5_86_3"
"759",2021-01-17,0.00378227715011074,20.2281292727917,2886.1065309001,"adstockedMedia","5_86_3"
"760",2021-01-24,0.00108740468065684,4.79406663765164,2758.91273925593,"adstockedMedia","5_86_3"
"761",2021-01-31,0.000312628845688841,3821.97619379312,2696.69709755324,"adstockedMedia","5_86_3"
"762",2021-02-07,8.98807931355418e-05,7207.23835792897,2696.76097148586,"adstockedMedia","5_86_3"
"763",2021-02-14,11898.8400258407,7603.37549082917,2722.36700384295,"adstockedMedia","5_86_3"
"764",2021-02-21,13596.0165074292,1801.99999132651,2479.96411796458,"adstockedMedia","5_86_3"
"765",2021-02-28,3908.8547458859,4094.86399794438,2599.51099360911,"adstockedMedia","5_86_3"
"766",2021-03-07,1123.7957394422,4001.86276751282,652.477259395887,"adstockedMedia","5_86_3"
"767",2021-03-14,323.091275089631,5288.38147590054,1889.62179210837,"adstockedMedia","5_86_3"
"768",2021-03-21,92.888741588269,1253.34640978843,2647.4250698192,"adstockedMedia","5_86_3"
"769",2021-03-28,12402.7655132066,5795.73309911986,2880.78369252462,"adstockedMedia","5_86_3"
"770",2021-04-04,3565.7950850469,7421.55874449141,2596.79670682368,"adstockedMedia","5_86_3"
"771",2021-04-11,12866.886086951,1758.90942244446,2603.52597341274,"adstockedMedia","5_86_3"
"772",2021-04-18,3699.22974999841,7159.53153311934,2477.8450193266,"adstockedMedia","5_86_3"
"773",2021-04-25,1063.52855312454,1696.80897334928,2761.81909985098,"adstockedMedia","5_86_3"
"774",2021-05-02,305.764459023306,402.14372668378,2480.97659406259,"adstockedMedia","5_86_3"
"775",2021-05-09,87.9072819692004,95.3080632240559,2578.22512510971,"adstockedMedia","5_86_3"
"776",2021-05-16,25.2733435661451,4133.6180109841,647.134506402538,"adstockedMedia","5_86_3"
"777",2021-05-23,7.26608627526672,6221.78746860323,2172.62076110704,"adstockedMedia","5_86_3"
"778",2021-05-30,2.08899980413918,1474.56363005897,2186.47781103787,"adstockedMedia","5_86_3"
"779",2021-06-06,0.600587443690015,6286.21158032397,2814.0959305705,"adstockedMedia","5_86_3"
"780",2021-06-13,0.172668890060879,7902.16214453678,2513.4180785732,"adstockedMedia","5_86_3"
"781",2021-06-20,9292.05964230589,1872.81242825522,2642.84793772187,"adstockedMedia","5_86_3"
"782",2021-06-27,2671.46714716294,443.856545496486,2620.85483236819,"adstockedMedia","5_86_3"
"783",2021-07-04,768.046804809346,2865.59400128267,2505.41456292442,"adstockedMedia","5_86_3"
"784",2021-07-11,5774.00345638269,679.145778303992,2451.29905529403,"adstockedMedia","5_86_3"
"785",2021-07-18,12910.48599371,160.957549458046,2802.5560628788,"adstockedMedia","5_86_3"
"786",2021-07-25,3711.76472319163,38.1469392215569,2598.31157178258,"adstockedMedia","5_86_3"
"787",2021-08-01,1067.13235791759,3729.35082459551,2706.40620451743,"adstockedMedia","5_86_3"
"788",2021-08-08,306.800552901308,5298.42614542914,2519.00795733387,"adstockedMedia","5_86_3"
"789",2021-08-15,8609.07515895913,1255.72699646671,632.270997290802,"adstockedMedia","5_86_3"
"790",2021-08-22,15561.1391082008,297.607298162609,2253.15002031999,"adstockedMedia","5_86_3"
"791",2021-08-29,11888.1174936077,70.5329296645383,2751.62065510032,"adstockedMedia","5_86_3"
"792",2021-09-05,13951.9337794122,16.7163043304956,2655.59678443018,"adstockedMedia","5_86_3"
"793",2021-09-12,4011.18096158101,5217.44176412633,2382.17479289197,"adstockedMedia","5_86_3"
"794",2021-09-19,8817.02452645454,1236.53369809794,2997.51587301589,"adstockedMedia","5_86_3"
"795",2021-09-26,2534.89455135568,5051.03848644921,752.376484126987,"adstockedMedia","5_86_3"
"796",2021-10-03,728.782183514758,1197.09612128846,1880.52649751587,"adstockedMedia","5_86_3"
"797",2021-10-10,11753.1048777605,4899.06178074537,2990.89215087648,"adstockedMedia","5_86_3"
"798",2021-10-17,3379.01765235614,5717.23764203665,2669.90392987,"adstockedMedia","5_86_3"
"799",2021-10-24,971.467575052391,1354.98532116269,2377.79588639737,"adstockedMedia","5_86_3"
"800",2021-10-31,279.296927827562,321.131521115557,2460.13676748574,"adstockedMedia","5_86_3"
"801",2018-01-07,0.538537164496108,0,0,"saturatedMedia","5_86_3"
"802",2018-01-14,0.371502197382228,0.516812483882856,0.29938834914323,"saturatedMedia","5_86_3"
"803",2018-01-21,0.230407709226517,0.523382860804852,0.404710865166157,"saturatedMedia","5_86_3"
"804",2018-01-28,0.131673407137636,0.494884518916435,0.0121556578315102,"saturatedMedia","5_86_3"
"805",2018-02-04,0.0713273823754928,0.205020883575457,0.335816125651689,"saturatedMedia","5_86_3"
"806",2018-02-11,0.468211420008927,0.481023201390611,0.399130456321001,"saturatedMedia","5_86_3"
"807",2018-02-18,0.308410944618403,0.196126030727397,0.482029570766251,"saturatedMedia","5_86_3"
"808",2018-02-25,0.502272397078573,0.488595602345342,0.448720617691226,"saturatedMedia","5_86_3"
"809",2018-03-04,0.338240931092072,0.465140619520684,0.391369576366079,"saturatedMedia","5_86_3"
"810",2018-03-11,0.205645531305357,0.524745480801216,0.450429821655069,"saturatedMedia","5_86_3"
"811",2018-03-18,0.115923964743912,0.536778330621723,0.0146177906143801,"saturatedMedia","5_86_3"
"812",2018-03-25,0.0622782326440171,0.233731098391977,0.000268431493430142,"saturatedMedia","5_86_3"
"813",2018-04-01,0.516951349344288,0.544298100675591,4.85982905109166e-06,"saturatedMedia","5_86_3"
"814",2018-04-08,0.538874567211508,0.239197695483475,8.79622049075682e-08,"saturatedMedia","5_86_3"
"815",2018-04-15,0.371819270785785,0.0764333029891541,0.199355541681877,"saturatedMedia","5_86_3"
"816",2018-04-22,0.519823086227693,0.0213198591278421,0.340816614544683,"saturatedMedia","5_86_3"
"817",2018-04-29,0.354138086600392,0.00570150524860373,0.456093280175746,"saturatedMedia","5_86_3"
"818",2018-05-06,0.504874120318396,0.508696167469353,0.401526744667627,"saturatedMedia","5_86_3"
"819",2018-05-13,0.539885551721167,0.214172896050491,0.396453308495239,"saturatedMedia","5_86_3"
"820",2018-05-20,0.524719948474115,0.496246972871424,0.388497227576715,"saturatedMedia","5_86_3"
"821",2018-05-27,0.358639898173154,0.205910633128008,0.423752495682193,"saturatedMedia","5_86_3"
"822",2018-06-03,0.525799033355988,0.063894487024273,0.402154093001161,"saturatedMedia","5_86_3"
"823",2018-06-10,0.359635879488018,0.01764957347164,0.330167259099324,"saturatedMedia","5_86_3"
"824",2018-06-17,0.490875753888404,0.450882192804127,0.00884266704993232,"saturatedMedia","5_86_3"
"825",2018-06-24,0.328112632491254,0.177723422204802,0.000161452060891596,"saturatedMedia","5_86_3"
"826",2018-07-01,0.198297920459312,0.0538300859888858,2.92270840823065e-06,"saturatedMedia","5_86_3"
"827",2018-07-08,0.111332764293675,0.505879793248662,0.286479135402547,"saturatedMedia","5_86_3"
"828",2018-07-15,0.0596682884480302,0.212282580796562,0.420377816112119,"saturatedMedia","5_86_3"
"829",2018-07-22,0.534010417894209,0.540598218796481,0.394832186273354,"saturatedMedia","5_86_3"
"830",2018-07-29,0.367262063613357,0.493364449203674,0.011671086015372,"saturatedMedia","5_86_3"
"831",2018-08-05,0.227195818460784,0.540947369045511,0.256245928567957,"saturatedMedia","5_86_3"
"832",2018-08-12,0.129606084705646,0.587561979755697,0.00619727605737068,"saturatedMedia","5_86_3"
"833",2018-08-19,0.070130993527645,0.272724037319468,0.411496358218274,"saturatedMedia","5_86_3"
"834",2018-08-26,0.0367947400296804,0.535358358435972,0.0124976404239421,"saturatedMedia","5_86_3"
"835",2018-09-02,0.487659958808606,0.456297059112254,0.00022901474960319,"saturatedMedia","5_86_3"
"836",2018-09-09,0.325281867479043,0.498987412438373,0.1850781736251,"saturatedMedia","5_86_3"
"837",2018-09-16,0.196259976481215,0.207708830302847,0.356639596408657,"saturatedMedia","5_86_3"
"838",2018-09-23,0.110065873034055,0.426921493974749,0.352389047888995,"saturatedMedia","5_86_3"
"839",2018-09-30,0.0589503046812023,0.163944925673873,0.340892186366005,"saturatedMedia","5_86_3"
"840",2018-10-07,0.489147056601795,0.0490834079444764,0.340064991871529,"saturatedMedia","5_86_3"
"841",2018-10-14,0.505457362751085,0.013404804103686,0.49286082199859,"saturatedMedia","5_86_3"
"842",2018-10-21,0.500225440341868,0.00356369239756017,0.433599522655284,"saturatedMedia","5_86_3"
"843",2018-10-28,0.490719792435148,0.52615020108876,0.0136666460267751,"saturatedMedia","5_86_3"
"844",2018-11-04,0.566458552185918,0.226173544793005,0.000250727727907371,"saturatedMedia","5_86_3"
"845",2018-11-11,0.398237034299059,0.0714393811991814,4.53923156977235e-06,"saturatedMedia","5_86_3"
"846",2018-11-18,0.251044571922423,0.0198494914462212,0.281838579593351,"saturatedMedia","5_86_3"
"847",2018-11-25,0.145134690398856,0.488079028862302,0.00705305799280337,"saturatedMedia","5_86_3"
"848",2018-12-02,0.079181923510014,0.517195530377843,0.293232725117836,"saturatedMedia","5_86_3"
"849",2018-12-09,0.0417364820615461,0.582571299844729,0.43182307547065,"saturatedMedia","5_86_3"
"850",2018-12-16,0.0215840570600539,0.268665559576211,0.334580087825403,"saturatedMedia","5_86_3"
"851",2018-12-23,0.470544488043568,0.574139698389849,0.424655425602463,"saturatedMedia","5_86_3"
"852",2018-12-30,0.310412534365216,0.593400955506507,0.509068668069465,"saturatedMedia","5_86_3"
"853",2019-01-06,0.492629366165326,0.54987371381583,0.444147152507265,"saturatedMedia","5_86_3"
"854",2019-01-13,0.329661284794922,0.243316702933421,0.470428413349411,"saturatedMedia","5_86_3"
"855",2019-01-20,0.199415714757118,0.0780369824500507,0.469291770295247,"saturatedMedia","5_86_3"
"856",2019-01-27,0.112028843275651,0.0217944680344509,0.396671320677685,"saturatedMedia","5_86_3"
"857",2019-02-03,0.0600631809717344,0.4026341554231,0.418109922804927,"saturatedMedia","5_86_3"
"858",2019-02-10,0.0313512361719159,0.15068446642948,0.33620813477216,"saturatedMedia","5_86_3"
"859",2019-02-17,0.0161289171699231,0.0446175646453373,0.376662526362041,"saturatedMedia","5_86_3"
"860",2019-02-24,0.00823482818775192,0.0121437150453675,0.425187904734323,"saturatedMedia","5_86_3"
"861",2019-03-03,0.477705161133838,0.492905314377433,0.460807339234849,"saturatedMedia","5_86_3"
"862",2019-03-10,0.519603799691978,0.516217684939103,0.433467320923072,"saturatedMedia","5_86_3"
"863",2019-03-17,0.353937175363245,0.219283297228214,0.462663735593009,"saturatedMedia","5_86_3"
"864",2019-03-24,0.21720826029493,0.0688436492390689,0.373429706097742,"saturatedMedia","5_86_3"
"865",2019-03-31,0.123224529424446,0.489846304382057,0.0106721601601577,"saturatedMedia","5_86_3"
"866",2019-04-07,0.0664542923737192,0.53924129200925,0.283435863424271,"saturatedMedia","5_86_3"
"867",2019-04-14,0.0348003244432515,0.235510512763493,0.00710844473963425,"saturatedMedia","5_86_3"
"868",2019-04-21,0.0179343370095374,0.0750077384689404,0.265148404834722,"saturatedMedia","5_86_3"
"869",2019-04-28,0.00916483991311902,0.0208989600312836,0.356237604788862,"saturatedMedia","5_86_3"
"870",2019-05-05,0.00466307354099808,0.00558718520228489,0.407176204792039,"saturatedMedia","5_86_3"
"871",2019-05-12,0.00236729021281589,0.00147677291446333,0.0122790305134182,"saturatedMedia","5_86_3"
"872",2019-05-19,0.00120043276920216,0.000389148804166964,0.295069355731893,"saturatedMedia","5_86_3"
"873",2019-05-26,0.000608378524268255,0.540591043020355,0.371124957792578,"saturatedMedia","5_86_3"
"874",2019-06-02,0.458786024113345,0.236490219209497,0.311827940054493,"saturatedMedia","5_86_3"
"875",2019-06-09,0.300385349007388,0.401777441023527,0.39195619160412,"saturatedMedia","5_86_3"
"876",2019-06-16,0.178624244441858,0.150229024463991,0.0115328840709675,"saturatedMedia","5_86_3"
"877",2019-06-23,0.474230402364105,0.503540793323048,0.197460188915342,"saturatedMedia","5_86_3"
"878",2019-06-30,0.513672046586703,0.554181669280795,0.362114890582766,"saturatedMedia","5_86_3"
"879",2019-07-07,0.348524577874412,0.246538390169638,0.484693852240181,"saturatedMedia","5_86_3"
"880",2019-07-14,0.213196600648348,0.0792995921678885,0.465329928926148,"saturatedMedia","5_86_3"
"881",2019-07-21,0.120681068282289,0.0221689754400263,0.465032186698084,"saturatedMedia","5_86_3"
"882",2019-07-28,0.0649957530706369,0.00593235239430636,0.0154898987239944,"saturatedMedia","5_86_3"
"883",2019-08-04,0.0340112156332658,0.00156840604751384,0.314501922722552,"saturatedMedia","5_86_3"
"884",2019-08-11,0.0175207277638772,0.424574289932049,0.403779891568287,"saturatedMedia","5_86_3"
"885",2019-08-18,0.00895163301651756,0.162633247614459,0.44559896958726,"saturatedMedia","5_86_3"
"886",2019-08-25,0.00455411245161787,0.0486372440563541,0.450369680909435,"saturatedMedia","5_86_3"
"887",2019-09-01,0.526244677462143,0.453961356352352,0.0146142914931725,"saturatedMedia","5_86_3"
"888",2019-09-08,0.360047621281964,0.55380824747698,0.000268366302392691,"saturatedMedia","5_86_3"
"889",2019-09-15,0.221768463854018,0.588253522826868,4.85864848617426e-06,"saturatedMedia","5_86_3"
"890",2019-09-22,0.126129510504491,0.273290563355761,0.240444617056486,"saturatedMedia","5_86_3"
"891",2019-09-29,0.0681249205509106,0.551246290841298,0.00569701545632813,"saturatedMedia","5_86_3"
"892",2019-10-06,0.527466020888637,0.563405586544712,0.346056588868205,"saturatedMedia","5_86_3"
"893",2019-10-13,0.361177306175943,0.253554041465573,0.356819573718963,"saturatedMedia","5_86_3"
"894",2019-10-20,0.222615209295715,0.461288102835673,0.357322920920881,"saturatedMedia","5_86_3"
"895",2019-10-27,0.126670528693079,0.183936815854328,0.410294405420465,"saturatedMedia","5_86_3"
"896",2019-11-03,0.0684366195850855,0.520291889038865,0.361111711478868,"saturatedMedia","5_86_3"
"897",2019-11-10,0.0358747013587339,0.222089815352815,0.384301960000207,"saturatedMedia","5_86_3"
"898",2019-11-17,0.018497995967826,0.0698971326650524,0.368020655162831,"saturatedMedia","5_86_3"
"899",2019-11-24,0.00945553571179188,0.0193977104214845,0.482144722274573,"saturatedMedia","5_86_3"
"900",2019-12-01,0.00481167307058012,0.00518001789803954,0.47805657901648,"saturatedMedia","5_86_3"
"901",2019-12-08,0.00244290890451913,0.461994729451436,0.0163075327428002,"saturatedMedia","5_86_3"
"902",2019-12-15,0.454663354134263,0.539045187076587,0.267922259922077,"saturatedMedia","5_86_3"
"903",2019-12-22,0.296905212065387,0.235368440421237,0.43453487917602,"saturatedMedia","5_86_3"
"904",2019-12-29,0.528264157998258,0.0749529969435389,0.446710087924047,"saturatedMedia","5_86_3"
"905",2020-01-05,0.361916540430267,0.0208828162088819,0.454540103770336,"saturatedMedia","5_86_3"
"906",2020-01-12,0.223169918035671,0.00558280182636627,0.429179666553653,"saturatedMedia","5_86_3"
"907",2020-01-19,0.489972238175488,0.00147560954028766,0.332419057206689,"saturatedMedia","5_86_3"
"908",2020-01-26,0.327316098528953,0.579195877354166,0.00893219902276744,"saturatedMedia","5_86_3"
"909",2020-02-02,0.54912543820488,0.265950141999572,0.251053502452025,"saturatedMedia","5_86_3"
"910",2020-02-09,0.381521551003927,0.398629639751597,0.414708211502544,"saturatedMedia","5_86_3"
"911",2020-02-16,0.552007326036853,0.541609027870675,0.472972106512502,"saturatedMedia","5_86_3"
"912",2020-02-23,0.384273507180887,0.237231260629601,0.400326716254978,"saturatedMedia","5_86_3"
"913",2020-03-01,0.240182167582712,0.492512052118815,0.441601090047218,"saturatedMedia","5_86_3"
"914",2020-03-08,0.138010444817938,0.203478237534328,0.0141119240594459,"saturatedMedia","5_86_3"
"915",2020-03-15,0.491337288912529,0.49320148145752,0.000259011565453212,"saturatedMedia","5_86_3"
"916",2020-03-22,0.328519880801244,0.555457569829432,0.343637257215472,"saturatedMedia","5_86_3"
"917",2020-03-29,0.198591668645361,0.543168208031499,0.356562222885717,"saturatedMedia","5_86_3"
"918",2020-04-05,0.111515606299418,0.238369857866157,0.00993041807569623,"saturatedMedia","5_86_3"
"919",2020-04-12,0.513979899799931,0.470308017460954,0.280716777018941,"saturatedMedia","5_86_3"
"920",2020-04-19,0.553328100099098,0.189440586047257,0.38803449894169,"saturatedMedia","5_86_3"
"921",2020-04-26,0.385538331763547,0.0579547617407945,0.0113464646577426,"saturatedMedia","5_86_3"
"922",2020-05-03,0.241158475712471,0.515078561137854,0.251336014860156,"saturatedMedia","5_86_3"
"923",2020-05-10,0.50983178651033,0.218503468428535,0.00603962392185369,"saturatedMedia","5_86_3"
"924",2020-05-17,0.345043002865907,0.0685518465891143,0.292564522549464,"saturatedMedia","5_86_3"
"925",2020-05-24,0.49062656655134,0.0190045099017544,0.408144407096829,"saturatedMedia","5_86_3"
"926",2020-05-31,0.327892856848084,0.466623322699309,0.530489080668826,"saturatedMedia","5_86_3"
"927",2020-06-07,0.496241382431408,0.187178791417817,0.518920652187791,"saturatedMedia","5_86_3"
"928",2020-06-14,0.565732248366206,0.552172707698835,0.0191496151504669,"saturatedMedia","5_86_3"
"929",2020-06-21,0.562058592052398,0.60265465356942,0.309928176897512,"saturatedMedia","5_86_3"
"930",2020-06-28,0.393956380339038,0.285324220273497,0.44754141662233,"saturatedMedia","5_86_3"
"931",2020-07-05,0.247694844514073,0.0950958067682496,0.014450569397496,"saturatedMedia","5_86_3"
"932",2020-07-12,0.142928449640952,0.527383290934291,0.283353298566862,"saturatedMedia","5_86_3"
"933",2020-07-19,0.0778869084209072,0.581641551461655,0.390862057870446,"saturatedMedia","5_86_3"
"934",2020-07-26,0.041026598704175,0.600208672604524,0.459955250394297,"saturatedMedia","5_86_3"
"935",2020-08-02,0.0212093537892686,0.283248070407785,0.38656345677897,"saturatedMedia","5_86_3"
"936",2020-08-09,0.514725811219144,0.501562003007399,0.396005575205224,"saturatedMedia","5_86_3"
"937",2020-08-16,0.349483012610627,0.58008239986573,0.0117278384295562,"saturatedMedia","5_86_3"
"938",2020-08-23,0.504329963456071,0.450472899672585,0.300862490471251,"saturatedMedia","5_86_3"
"939",2020-08-30,0.340085672918508,0.177481947099352,0.00772874353151207,"saturatedMedia","5_86_3"
"940",2020-09-06,0.206993308195025,0.0537459435519093,0.000140958186946302,"saturatedMedia","5_86_3"
"941",2020-09-13,0.116770156592706,0.0147306563843639,0.302339731500751,"saturatedMedia","5_86_3"
"942",2020-09-20,0.0627606341749679,0.00392004022181425,0.00778271385354374,"saturatedMedia","5_86_3"
"943",2020-09-27,0.032804231193441,0.448055253141091,0.300162734439041,"saturatedMedia","5_86_3"
"944",2020-10-04,0.513768328619836,0.527047946432758,0.381763300432416,"saturatedMedia","5_86_3"
"945",2020-10-11,0.348612094220438,0.226804440338719,0.452051203448888,"saturatedMedia","5_86_3"
"946",2020-10-18,0.53124896555517,0.0716786369217175,0.401188708831718,"saturatedMedia","5_86_3"
"947",2020-10-25,0.520653330525143,0.601898912454252,0.0119811087776389,"saturatedMedia","5_86_3"
"948",2020-11-01,0.354899290106594,0.570837262918754,0.00021943681639871,"saturatedMedia","5_86_3"
"949",2020-11-08,0.217924071389785,0.259326238285096,3.97261173441133e-06,"saturatedMedia","5_86_3"
"950",2020-11-15,0.123679552354935,0.0843843481427985,0.183810753200977,"saturatedMedia","5_86_3"
"951",2020-11-22,0.0667156349677623,0.453704119661619,0.342895716821415,"saturatedMedia","5_86_3"
"952",2020-11-29,0.0349418418783269,0.17939425873689,0.00935660194281328,"saturatedMedia","5_86_3"
"953",2020-12-06,0.0180085476540361,0.527863804044624,0.225259573848027,"saturatedMedia","5_86_3"
"954",2020-12-13,0.00920310323668896,0.227378973398258,0.349312750285281,"saturatedMedia","5_86_3"
"955",2020-12-20,0.00468263075630971,0.558516552183812,0.00962311506450024,"saturatedMedia","5_86_3"
"956",2020-12-27,0.00237724176947132,0.249815292904717,0.258874014474521,"saturatedMedia","5_86_3"
"957",2021-01-03,0.00120548504628061,0.0805913773980367,0.352643637206397,"saturatedMedia","5_86_3"
"958",2021-01-10,0.00061094053907433,0.0225529033384811,0.406512230870415,"saturatedMedia","5_86_3"
"959",2021-01-17,0.000309534154955794,0.00603682634638382,0.478202311431288,"saturatedMedia","5_86_3"
"960",2021-01-24,0.000156802721998476,0.00159615046069226,0.445700570927228,"saturatedMedia","5_86_3"
"961",2021-01-31,7.94265830882292e-05,0.439183949197154,0.429410658455048,"saturatedMedia","5_86_3"
"962",2021-02-07,4.02310694405879e-05,0.585065181846636,0.429427501756782,"saturatedMedia","5_86_3"
"963",2021-02-14,0.521094059980248,0.597054635159679,0.436160418982232,"saturatedMedia","5_86_3"
"964",2021-02-21,0.539216228961695,0.280590642714324,0.371118529994843,"saturatedMedia","5_86_3"
"965",2021-02-28,0.372140493219998,0.454988106609807,0.403528782320781,"saturatedMedia","5_86_3"
"966",2021-03-07,0.230892642655127,0.44971182031815,0.0120968538957984,"saturatedMedia","5_86_3"
"967",2021-03-14,0.13198617553621,0.514145256256052,0.211407521610618,"saturatedMedia","5_86_3"
"968",2021-03-21,0.0715086133044555,0.217866110995254,0.416350024373429,"saturatedMedia","5_86_3"
"969",2021-03-28,0.526739763542991,0.535322937683625,0.476865604859805,"saturatedMedia","5_86_3"
"970",2021-04-04,0.360505330710192,0.591644751970316,0.402799207442308,"saturatedMedia","5_86_3"
"971",2021-04-11,0.531734507044622,0.276083541544789,0.404607356015547,"saturatedMedia","5_86_3"
"972",2021-04-18,0.365139955888287,0.583569670079804,0.370539666636467,"saturatedMedia","5_86_3"
"973",2021-04-25,0.225594483692959,0.269473256266514,0.446455636263769,"saturatedMedia","5_86_3"
"974",2021-05-02,0.128578146046377,0.0885041133270329,0.37139505903511,"saturatedMedia","5_86_3"
"975",2021-05-09,0.0695370810864944,0.0249216866607811,0.397798566042479,"saturatedMedia","5_86_3"
"976",2021-05-16,0.0364720664479933,0.457154467243168,0.0118149731471459,"saturatedMedia","5_86_3"
"977",2021-05-23,0.0188116596910578,0.551638124775283,0.286708448693692,"saturatedMedia","5_86_3"
"978",2021-05-30,0.00961737217813439,0.244632044639157,0.29049684736521,"saturatedMedia","5_86_3"
"979",2021-06-06,0.00489442011816304,0.553999073429995,0.459941189629209,"saturatedMedia","5_86_3"
"980",2021-06-13,0.00248502168652754,0.605620974792071,0.380239482033045,"saturatedMedia","5_86_3"
"981",2021-06-20,0.487374005315566,0.287860164945219,0.415130148864357,"saturatedMedia","5_86_3"
"982",2021-06-27,0.325030724210322,0.0961685225865712,0.409253912343634,"saturatedMedia","5_86_3"
"983",2021-07-04,0.196079499204308,0.374848527904581,0.378060530412846,"saturatedMedia","5_86_3"
"984",2021-07-11,0.423076708933201,0.136318110041025,0.363278318400878,"saturatedMedia","5_86_3"
"985",2021-07-18,0.53219412048433,0.0398887558355471,0.45698026736748,"saturatedMedia","5_86_3"
"986",2021-07-25,0.365567988289764,0.0108176884100703,0.403206430125751,"saturatedMedia","5_86_3"
"987",2021-08-01,0.225917145916806,0.433589814688723,0.431968191170868,"saturatedMedia","5_86_3"
"988",2021-08-08,0.128785124262945,0.514584705478044,0.38176007350804,"saturatedMedia","5_86_3"
"989",2021-08-15,0.476972482727359,0.218166036656083,0.0110529835403734,"saturatedMedia","5_86_3"
"990",2021-08-22,0.55745933511258,0.068425707480171,0.308787288809328,"saturatedMedia","5_86_3"
"991",2021-08-29,0.520971284034849,0.0189676840251677,0.443803712269093,"saturatedMedia","5_86_3"
"992",2021-09-05,0.542717943368336,0.00506355490975243,0.418525206632069,"saturatedMedia","5_86_3"
"993",2021-09-12,0.375441252341959,0.511017117300732,0.344301911368465,"saturatedMedia","5_86_3"
"994",2021-09-19,0.480222636965429,0.215740145495077,0.505669781535411,"saturatedMedia","5_86_3"
"995",2021-09-26,0.318780132294749,0.50350624253539,0.0181783922013997,"saturatedMedia","5_86_3"
"996",2021-10-03,0.19160478452926,0.210699167417114,0.209082398696753,"saturatedMedia","5_86_3"
"997",2021-10-10,0.519415591405341,0.496425599987823,0.504064830912924,"saturatedMedia","5_86_3"
"998",2021-10-17,0.353764784776949,0.532176814596689,0.422325015289007,"saturatedMedia","5_86_3"
"999",2021-10-24,0.217080089103621,0.230435107760434,0.343097388066628,"saturatedMedia","5_86_3"
"1000",2021-10-31,0.123143092260349,0.0730607090152794,0.365697731039879,"saturatedMedia","5_86_3"
"1001",2018-01-07,13528.1,0,0,"saturatedSpendReversed","5_86_3"
"1002",2018-01-14,3889.32875,5349.65,2218.93,"saturatedSpendReversed","5_86_3"
"1003",2018-01-21,1118.182015625,5503.72705,2603.91143,"saturatedSpendReversed","5_86_3"
"1004",2018-01-28,321.477329492187,4866.59331085,653.58176893,"saturatedSpendReversed","5_86_3"
"1005",2018-02-04,92.4247322290039,1153.38261467145,2351.33902400143,"saturatedSpendReversed","5_86_3"
"1006",2018-02-11,8072.01211051584,4583.90167967713,2583.16609502436,"saturatedSpendReversed","5_86_3"
"1007",2018-02-18,2320.7034817733,1086.38469808348,2901.39468985111,"saturatedSpendReversed","5_86_3"
"1008",2018-02-25,10364.4922510098,4736.28317344578,2770.55006715263,"saturatedSpendReversed","5_86_3"
"1009",2018-03-04,2979.79152216532,4279.42911210665,2554.42806685531,"saturatedSpendReversed","5_86_3"
"1010",2018-03-11,856.690062622531,5536.25469956928,2777.15144478068,"saturatedSpendReversed","5_86_3"
"1011",2018-03-18,246.298393003978,5832.43236379792,697.065012639951,"saturatedSpendReversed","5_86_3"
"1012",2018-03-25,70.8107879886436,1382.28647022011,174.963318172628,"saturatedSpendReversed","5_86_3"
"1013",2018-04-01,11542.4381015467,6026.06189344217,43.9157928613296,"saturatedSpendReversed","5_86_3"
"1014",2018-04-08,13561.8009541947,1428.17666874579,11.0228640081937,"saturatedSpendReversed","5_86_3"
"1015",2018-04-15,3899.01777433097,338.477870492753,1842.13673886606,"saturatedSpendReversed","5_86_3"
"1016",2018-04-22,11788.3176101202,80.2192553067824,2369.50632145538,"saturatedSpendReversed","5_86_3"
"1017",2018-04-29,3389.14131290954,19.0119635077074,2799.1060866853,"saturatedSpendReversed","5_86_3"
"1018",2018-05-06,10564.0581274615,5165.43583535133,2592.06562775801,"saturatedSpendReversed","5_86_3"
